shipment_id,step,timestamp,hour,lat,lon,temperature_c,temp_threshold_c,temp_alert,interval_co2_kg,cumulative_co2_kg,distance_km,source_file,data_type,alert,temperature_difference_c,journey_progress_pct,risk_level,journey_stage,hour_bucket
A-1041,117,2026-07-07 21:27:06,9.75,52.03673,6.15201,4.6,8.0,False,3.999,478.468,528.12,shipment_A-1041.csv,simulated_prototype,0,-3.4000000000000004,81.24923076923078,Normal,75-100%,9-12h
A-1041,118,2026-07-07 21:32:06,9.833,52.03149,6.08947,5.24,8.0,False,3.742,482.21,532.64,shipment_A-1041.csv,simulated_prototype,0,-2.76,81.94461538461539,Normal,75-100%,9-12h
A-1041,119,2026-07-07 21:37:06,9.917,52.02709,6.0275,4.65,8.0,False,4.329,486.539,537.15,shipment_A-1041.csv,simulated_prototype,0,-3.3499999999999996,82.63846153846154,Normal,75-100%,9-12h
A-1041,120,2026-07-07 21:42:06,10.0,52.02421,5.96607,4.97,8.0,False,4.241,490.78,541.67,shipment_A-1041.csv,simulated_prototype,0,-3.0300000000000002,83.33384615384615,Normal,75-100%,9-12h
A-1041,121,2026-07-07 21:47:06,10.083,52.01944,5.90333,4.89,8.0,False,4.362,495.142,546.18,shipment_A-1041.csv,simulated_prototype,0,-3.1100000000000003,84.0276923076923,Normal,75-100%,9-12h
A-1041,122,2026-07-07 21:52:06,10.167,52.0147,5.84157,5.04,8.0,False,4.315,499.457,550.69,shipment_A-1041.csv,simulated_prototype,0,-2.96,84.72153846153847,Normal,75-100%,9-12h
A-1041,123,2026-07-07 21:57:06,10.25,52.01093,5.77969,4.59,8.0,False,4.374,503.831,555.21,shipment_A-1041.csv,simulated_prototype,0,-3.41,85.41692307692308,Normal,75-100%,9-12h
A-1041,124,2026-07-07 22:02:06,10.333,52.00659,5.7175,4.9,8.0,False,4.24,508.071,559.72,shipment_A-1041.csv,simulated_prototype,0,-3.0999999999999996,86.11076923076924,Normal,75-100%,9-12h
A-1041,125,2026-07-07 22:07:06,10.417,52.00334,5.65526,4.76,8.0,False,4.381,512.452,564.24,shipment_A-1041.csv,simulated_prototype,0,-3.24,86.80615384615385,Normal,75-100%,9-12h
A-1041,126,2026-07-07 22:12:06,10.5,51.99925,5.59308,5.16,8.0,False,4.049,516.501,568.75,shipment_A-1041.csv,simulated_prototype,0,-2.84,87.5,Normal,75-100%,9-12h
A-1041,127,2026-07-07 22:17:06,10.583,51.99404,5.53203,4.71,8.0,False,4.118,520.619,573.26,shipment_A-1041.csv,simulated_prototype,0,-3.29,88.19384615384615,Normal,75-100%,9-12h
A-1041,128,2026-07-07 22:22:06,10.667,51.99093,5.46902,4.36,8.0,False,4.211,524.83,577.78,shipment_A-1041.csv,simulated_prototype,0,-3.6399999999999997,88.88923076923076,Normal,75-100%,9-12h
A-1041,129,2026-07-07 22:27:06,10.75,51.98597,5.40738,4.75,8.0,False,4.033,528.863,582.29,shipment_A-1041.csv,simulated_prototype,0,-3.25,89.58307692307692,Normal,75-100%,9-12h
A-1041,130,2026-07-07 22:32:06,10.833,51.98225,5.34634,4.7,8.0,False,4.139,533.002,586.81,shipment_A-1041.csv,simulated_prototype,0,-3.3,90.27846153846153,Normal,75-100%,9-12h
A-1041,131,2026-07-07 22:37:06,10.917,51.97765,5.28416,4.67,8.0,False,4.081,537.083,591.32,shipment_A-1041.csv,simulated_prototype,0,-3.33,90.9723076923077,Normal,75-100%,9-12h
A-1041,132,2026-07-07 22:42:06,11.0,51.97461,5.22223,4.77,8.0,False,3.779,540.862,595.83,shipment_A-1041.csv,simulated_prototype,0,-3.2300000000000004,91.66615384615385,Normal,75-100%,9-12h
A-1041,133,2026-07-07 22:47:06,11.083,51.97029,5.1596,4.6,8.0,False,4.243,545.105,600.35,shipment_A-1041.csv,simulated_prototype,0,-3.4000000000000004,92.36153846153846,Normal,75-100%,9-12h
A-1041,134,2026-07-07 22:52:06,11.167,51.96568,5.09753,4.61,8.0,False,4.06,549.165,604.86,shipment_A-1041.csv,simulated_prototype,0,-3.3899999999999997,93.05538461538461,Normal,75-100%,9-12h
A-1041,135,2026-07-07 22:57:06,11.25,51.96148,5.03591,4.43,8.0,False,3.784,552.949,609.38,shipment_A-1041.csv,simulated_prototype,0,-3.5700000000000003,93.75076923076922,Normal,75-100%,9-12h
A-1041,136,2026-07-07 23:02:06,11.333,51.95743,4.97378,4.44,8.0,False,3.979,556.928,613.89,shipment_A-1041.csv,simulated_prototype,0,-3.5599999999999996,94.44461538461539,Normal,75-100%,9-12h
A-1041,137,2026-07-07 23:07:06,11.417,51.95402,4.91196,4.2,8.0,False,3.987,560.915,618.4,shipment_A-1041.csv,simulated_prototype,0,-3.8,95.13846153846154,Normal,75-100%,9-12h
A-1041,138,2026-07-07 23:12:06,11.5,51.94931,4.84947,4.56,8.0,False,4.321,565.236,622.92,shipment_A-1041.csv,simulated_prototype,0,-3.4400000000000004,95.83384615384615,Normal,75-100%,9-12h
A-1041,139,2026-07-07 23:17:06,11.583,51.94488,4.78697,4.53,8.0,False,3.793,569.029,627.43,shipment_A-1041.csv,simulated_prototype,0,-3.4699999999999998,96.5276923076923,Normal,75-100%,9-12h
A-1041,140,2026-07-07 23:22:06,11.667,51.94071,4.72534,4.66,8.0,False,4.333,573.362,631.94,shipment_A-1041.csv,simulated_prototype,0,-3.34,97.22153846153847,Normal,75-100%,9-12h
A-1041,141,2026-07-07 23:27:06,11.75,51.93649,4.66346,4.38,8.0,False,4.356,577.718,636.46,shipment_A-1041.csv,simulated_prototype,0,-3.62,97.91692307692308,Normal,75-100%,9-12h
A-1041,142,2026-07-07 23:32:06,11.833,51.93319,4.60232,4.59,8.0,False,4.189,581.907,640.97,shipment_A-1041.csv,simulated_prototype,0,-3.41,98.61076923076924,Normal,75-100%,9-12h
A-1041,143,2026-07-07 23:37:06,11.917,51.9283,4.53913,4.57,8.0,False,3.798,585.705,645.49,shipment_A-1041.csv,simulated_prototype,0,-3.4299999999999997,99.30615384615385,Normal,75-100%,9-12h
A-1041,144,2026-07-07 23:42:06,12.0,51.92414,4.47743,4.2,8.0,False,3.847,589.552,650.0,shipment_A-1041.csv,simulated_prototype,0,-3.8,100.0,Normal,75-100%,9-12h
A-1042,0,2026-07-28 14:49:41,0.0,52.51994,13.40554,5.16,8.5,False,3.356,3.356,0.0,shipment_A-1042(1).csv,simulated_prototype,0,-3.34,0.0,Normal,0-25%,0-3h
A-1042,1,2026-07-28 14:54:41,0.083,52.5161,13.34247,5.05,8.5,False,3.049,6.405,3.47,shipment_A-1042(1).csv,simulated_prototype,0,-3.45,0.694,Normal,0-25%,0-3h
A-1042,2,2026-07-28 14:59:41,0.167,52.51228,13.28092,5.45,8.5,False,2.94,9.345,6.94,shipment_A-1042(1).csv,simulated_prototype,0,-3.05,1.388,Normal,0-25%,0-3h
A-1042,3,2026-07-28 15:04:41,0.25,52.5078,13.21919,5.13,8.5,False,3.105,12.45,10.42,shipment_A-1042(1).csv,simulated_prototype,0,-3.37,2.084,Normal,0-25%,0-3h
A-1042,4,2026-07-28 15:09:41,0.333,52.50412,13.15655,4.99,8.5,False,3.358,15.808,13.89,shipment_A-1042(1).csv,simulated_prototype,0,-3.51,2.7780000000000005,Normal,0-25%,0-3h
A-1042,5,2026-07-28 15:14:41,0.417,52.49881,13.09504,5.02,8.5,False,3.291,19.099,17.36,shipment_A-1042(1).csv,simulated_prototype,0,-3.4800000000000004,3.472,Normal,0-25%,0-3h
A-1042,6,2026-07-28 15:19:41,0.5,52.49574,13.03245,5.38,8.5,False,3.033,22.132,20.83,shipment_A-1042(1).csv,simulated_prototype,0,-3.12,4.1659999999999995,Normal,0-25%,0-3h
A-1042,7,2026-07-28 15:24:41,0.583,52.49142,12.97064,4.85,8.5,False,2.952,25.084,24.31,shipment_A-1042(1).csv,simulated_prototype,0,-3.6500000000000004,4.862,Normal,0-25%,0-3h
A-1042,8,2026-07-28 15:29:41,0.667,52.48642,12.90876,5.24,8.5,False,3.37,28.454,27.78,shipment_A-1042(1).csv,simulated_prototype,0,-3.26,5.556000000000001,Normal,0-25%,0-3h
A-1042,9,2026-07-28 15:34:41,0.75,52.48334,12.84663,4.95,8.5,False,3.092,31.546,31.25,shipment_A-1042(1).csv,simulated_prototype,0,-3.55,6.25,Normal,0-25%,0-3h
A-1042,10,2026-07-28 15:39:41,0.833,52.47801,12.78517,4.96,8.5,False,2.919,34.465,34.72,shipment_A-1042(1).csv,simulated_prototype,0,-3.54,6.944,Normal,0-25%,0-3h
A-1042,11,2026-07-28 15:44:41,0.917,52.47466,12.72249,5.02,8.5,False,3.296,37.761,38.19,shipment_A-1042(1).csv,simulated_prototype,0,-3.4800000000000004,7.637999999999999,Normal,0-25%,0-3h
A-1042,12,2026-07-28 15:49:41,1.0,52.47031,12.66048,5.68,8.5,False,3.041,40.802,41.67,shipment_A-1042(1).csv,simulated_prototype,0,-2.8200000000000003,8.334,Normal,0-25%,0-3h
A-1042,13,2026-07-28 15:54:41,1.083,52.46685,12.59875,5.15,8.5,False,3.142,43.944,45.14,shipment_A-1042(1).csv,simulated_prototype,0,-3.3499999999999996,9.028,Normal,0-25%,0-3h
A-1042,14,2026-07-28 15:59:41,1.167,52.4622,12.53749,5.28,8.5,False,2.949,46.893,48.61,shipment_A-1042(1).csv,simulated_prototype,0,-3.2199999999999998,9.722,Normal,0-25%,0-3h
A-1042,15,2026-07-28 16:04:41,1.25,52.45779,12.4755,5.27,8.5,False,3.237,50.13,52.08,shipment_A-1042(1).csv,simulated_prototype,0,-3.2300000000000004,10.416,Normal,0-25%,0-3h
A-1042,16,2026-07-28 16:09:41,1.333,52.45326,12.41342,5.28,8.5,False,3.115,53.245,55.56,shipment_A-1042(1).csv,simulated_prototype,0,-3.2199999999999998,11.112000000000002,Normal,0-25%,0-3h
A-1042,17,2026-07-28 16:14:41,1.417,52.45028,12.35167,5.31,8.5,False,3.095,56.34,59.03,shipment_A-1042(1).csv,simulated_prototype,0,-3.1900000000000004,11.806,Normal,0-25%,0-3h
A-1042,18,2026-07-28 16:19:41,1.5,52.44598,12.28865,5.56,8.5,False,3.211,59.551,62.5,shipment_A-1042(1).csv,simulated_prototype,0,-2.9400000000000004,12.5,Normal,0-25%,0-3h
A-1042,19,2026-07-28 16:24:41,1.583,52.44094,12.22686,5.73,8.5,False,3.261,62.812,65.97,shipment_A-1042(1).csv,simulated_prototype,0,-2.7699999999999996,13.194,Normal,0-25%,0-3h
A-1042,20,2026-07-28 16:29:41,1.667,52.43664,12.16465,5.37,8.5,False,3.085,65.897,69.44,shipment_A-1042(1).csv,simulated_prototype,0,-3.13,13.888,Normal,0-25%,0-3h
A-1042,21,2026-07-28 16:34:41,1.75,52.43304,12.10307,5.2,8.5,False,3.03,68.927,72.92,shipment_A-1042(1).csv,simulated_prototype,0,-3.3,14.584,Normal,0-25%,0-3h
A-1042,22,2026-07-28 16:39:41,1.833,52.42864,12.04154,5.38,8.5,False,2.896,71.823,76.39,shipment_A-1042(1).csv,simulated_prototype,0,-3.12,15.278,Normal,0-25%,0-3h
A-1042,23,2026-07-28 16:44:41,1.917,52.42438,11.97962,4.88,8.5,False,3.031,74.854,79.86,shipment_A-1042(1).csv,simulated_prototype,0,-3.62,15.972,Normal,0-25%,0-3h
A-1042,24,2026-07-28 16:49:41,2.0,52.42116,11.91683,5.14,8.5,False,3.088,77.942,83.33,shipment_A-1042(1).csv,simulated_prototype,0,-3.3600000000000003,16.666,Normal,0-25%,0-3h
A-1042,25,2026-07-28 16:54:41,2.083,52.41663,11.85445,5.58,8.5,False,3.302,81.244,86.81,shipment_A-1042(1).csv,simulated_prototype,0,-2.92,17.362,Normal,0-25%,0-3h
A-1042,26,2026-07-28 16:59:41,2.167,52.41263,11.79277,5.12,8.5,False,3.341,84.585,90.28,shipment_A-1042(1).csv,simulated_prototype,0,-3.38,18.056,Normal,0-25%,0-3h
A-1042,27,2026-07-28 17:04:41,2.25,52.40764,11.73175,5.46,8.5,False,3.169,87.754,93.75,shipment_A-1042(1).csv,simulated_prototype,0,-3.04,18.75,Normal,0-25%,0-3h
A-1042,28,2026-07-28 17:09:41,2.333,52.40353,11.66894,5.41,8.5,False,3.169,90.923,97.22,shipment_A-1042(1).csv,simulated_prototype,0,-3.09,19.444,Normal,0-25%,0-3h
A-1042,29,2026-07-28 17:14:41,2.417,52.40014,11.60725,5.34,8.5,False,2.888,93.811,100.69,shipment_A-1042(1).csv,simulated_prototype,0,-3.16,20.138,Normal,0-25%,0-3h
A-1042,30,2026-07-28 17:19:41,2.5,52.39522,11.54582,5.52,8.5,False,3.16,96.971,104.17,shipment_A-1042(1).csv,simulated_prototype,0,-2.9800000000000004,20.834,Normal,0-25%,0-3h
A-1042,31,2026-07-28 17:24:41,2.583,52.39109,11.48349,5.57,8.5,False,3.257,100.228,107.64,shipment_A-1042(1).csv,simulated_prototype,0,-2.9299999999999997,21.528,Normal,0-25%,0-3h
A-1042,32,2026-07-28 17:29:41,2.667,52.38741,11.4213,5.17,8.5,False,2.963,103.191,111.11,shipment_A-1042(1).csv,simulated_prototype,0,-3.33,22.222,Normal,0-25%,0-3h
A-1042,33,2026-07-28 17:34:41,2.75,52.38283,11.35858,5.51,8.5,False,3.342,106.533,114.58,shipment_A-1042(1).csv,simulated_prototype,0,-2.99,22.916,Normal,0-25%,0-3h
A-1042,34,2026-07-28 17:39:41,2.833,52.38007,11.29683,5.47,8.5,False,3.174,109.707,118.06,shipment_A-1042(1).csv,simulated_prototype,0,-3.0300000000000002,23.612,Normal,0-25%,0-3h
A-1042,35,2026-07-28 17:44:41,2.917,52.37508,11.23526,5.36,8.5,False,3.33,113.037,121.53,shipment_A-1042(1).csv,simulated_prototype,0,-3.1399999999999997,24.306,Normal,0-25%,0-3h
A-1042,36,2026-07-28 17:49:41,3.0,52.37164,11.1738,5.62,8.5,False,2.975,116.012,125.0,shipment_A-1042(1).csv,simulated_prototype,0,-2.88,25.0,Normal,0-25%,0-3h
A-1042,37,2026-07-28 17:54:41,3.083,52.36744,11.11139,5.32,8.5,False,2.947,118.959,128.47,shipment_A-1042(1).csv,simulated_prototype,0,-3.1799999999999997,25.694,Normal,25-50%,3-6h
A-1042,38,2026-07-28 17:59:41,3.167,52.36267,11.04854,5.61,8.5,False,2.88,121.839,131.94,shipment_A-1042(1).csv,simulated_prototype,0,-2.8899999999999997,26.388,Normal,25-50%,3-6h
A-1042,39,2026-07-28 18:04:41,3.25,52.35888,10.98776,5.07,8.5,False,3.322,125.161,135.42,shipment_A-1042(1).csv,simulated_prototype,0,-3.4299999999999997,27.083999999999996,Normal,25-50%,3-6h
A-1042,40,2026-07-28 18:09:41,3.333,52.35489,10.92465,5.37,8.5,False,3.165,128.326,138.89,shipment_A-1042(1).csv,simulated_prototype,0,-3.13,27.778,Normal,25-50%,3-6h
A-1042,41,2026-07-28 18:14:41,3.417,52.35021,10.86278,5.48,8.5,False,3.173,131.499,142.36,shipment_A-1042(1).csv,simulated_prototype,0,-3.0199999999999996,28.472,Normal,25-50%,3-6h
A-1042,42,2026-07-28 18:19:41,3.5,52.34573,10.80068,5.32,8.5,False,2.934,134.433,145.83,shipment_A-1042(1).csv,simulated_prototype,0,-3.1799999999999997,29.166000000000004,Normal,25-50%,3-6h
A-1042,43,2026-07-28 18:24:41,3.583,52.34152,10.7391,5.34,8.5,False,2.921,137.354,149.31,shipment_A-1042(1).csv,simulated_prototype,0,-3.16,29.862,Normal,25-50%,3-6h
A-1042,44,2026-07-28 18:29:41,3.667,52.33865,10.67692,5.8,8.5,False,3.144,140.498,152.78,shipment_A-1042(1).csv,simulated_prototype,0,-2.7,30.556,Normal,25-50%,3-6h
A-1042,45,2026-07-28 18:34:41,3.75,52.33378,10.61533,5.59,8.5,False,2.912,143.41,156.25,shipment_A-1042(1).csv,simulated_prototype,0,-2.91,31.25,Normal,25-50%,3-6h
A-1042,46,2026-07-28 18:39:41,3.833,52.32925,10.55336,5.79,8.5,False,2.994,146.404,159.72,shipment_A-1042(1).csv,simulated_prototype,0,-2.71,31.944,Normal,25-50%,3-6h
A-1042,47,2026-07-28 18:44:41,3.917,52.32597,10.49126,5.63,8.5,False,3.175,149.579,163.19,shipment_A-1042(1).csv,simulated_prototype,0,-2.87,32.638,Normal,25-50%,3-6h
A-1042,48,2026-07-28 18:49:41,4.0,52.32117,10.42922,5.36,8.5,False,3.179,152.758,166.67,shipment_A-1042(1).csv,simulated_prototype,0,-3.1399999999999997,33.333999999999996,Normal,25-50%,3-6h
A-1042,49,2026-07-28 18:54:41,4.083,52.31733,10.36761,5.63,8.5,False,3.084,155.842,170.14,shipment_A-1042(1).csv,simulated_prototype,0,-2.87,34.028,Normal,25-50%,3-6h
A-1042,50,2026-07-28 18:59:41,4.167,52.3128,10.30459,5.62,8.5,False,2.917,158.759,173.61,shipment_A-1042(1).csv,simulated_prototype,0,-2.88,34.722,Normal,25-50%,3-6h
A-1042,51,2026-07-28 19:04:41,4.25,52.30934,10.24346,5.61,8.5,False,3.026,161.785,177.08,shipment_A-1042(1).csv,simulated_prototype,0,-2.8899999999999997,35.416000000000004,Normal,25-50%,3-6h
A-1042,52,2026-07-28 19:09:41,4.333,52.30541,10.18088,5.34,8.5,False,2.975,164.76,180.56,shipment_A-1042(1).csv,simulated_prototype,0,-3.16,36.112,Normal,25-50%,3-6h
A-1042,53,2026-07-28 19:14:41,4.417,52.30067,10.11897,5.78,8.5,False,3.224,167.984,184.03,shipment_A-1042(1).csv,simulated_prototype,0,-2.7199999999999998,36.806,Normal,25-50%,3-6h
A-1042,54,2026-07-28 19:19:41,4.5,52.29618,10.05716,5.54,8.5,False,3.352,171.336,187.5,shipment_A-1042(1).csv,simulated_prototype,0,-2.96,37.5,Normal,25-50%,3-6h
A-1042,55,2026-07-28 19:24:41,4.583,52.29239,9.99537,5.3,8.5,False,2.975,174.311,190.97,shipment_A-1042(1).csv,simulated_prototype,0,-3.2,38.194,Normal,25-50%,3-6h
A-1042,56,2026-07-28 19:29:41,4.667,52.28813,9.93364,5.79,8.5,False,2.928,177.239,194.44,shipment_A-1042(1).csv,simulated_prototype,0,-2.71,38.888,Normal,25-50%,3-6h
A-1042,57,2026-07-28 19:34:41,4.75,52.2845,9.87068,5.53,8.5,False,3.009,180.248,197.92,shipment_A-1042(1).csv,simulated_prototype,0,-2.9699999999999998,39.583999999999996,Normal,25-50%,3-6h
A-1042,58,2026-07-28 19:39:41,4.833,52.27947,9.80948,5.61,8.5,False,3.239,183.487,201.39,shipment_A-1042(1).csv,simulated_prototype,0,-2.8899999999999997,40.278,Normal,25-50%,3-6h
A-1042,59,2026-07-28 19:44:41,4.917,52.27572,9.74719,5.49,8.5,False,3.156,186.643,204.86,shipment_A-1042(1).csv,simulated_prototype,0,-3.01,40.972,Normal,25-50%,3-6h
A-1042,60,2026-07-28 19:49:41,5.0,52.27184,9.68538,5.49,8.5,False,3.319,189.962,208.33,shipment_A-1042(1).csv,simulated_prototype,0,-3.01,41.666000000000004,Normal,25-50%,3-6h
A-1042,61,2026-07-28 19:54:41,5.083,52.26728,9.62326,5.8,8.5,False,2.999,192.961,211.81,shipment_A-1042(1).csv,simulated_prototype,0,-2.7,42.362,Normal,25-50%,3-6h
A-1042,62,2026-07-28 19:59:41,5.167,52.26333,9.56087,5.66,8.5,False,2.895,195.856,215.28,shipment_A-1042(1).csv,simulated_prototype,0,-2.84,43.056,Normal,25-50%,3-6h
A-1042,63,2026-07-28 20:04:41,5.25,52.25988,9.49922,5.37,8.5,False,2.964,198.82,218.75,shipment_A-1042(1).csv,simulated_prototype,0,-3.13,43.75,Normal,25-50%,3-6h
A-1042,64,2026-07-28 20:09:41,5.333,52.25541,9.4368,5.28,8.5,False,3.071,201.891,222.22,shipment_A-1042(1).csv,simulated_prototype,0,-3.2199999999999998,44.444,Normal,25-50%,3-6h
A-1042,65,2026-07-28 20:14:41,5.417,52.25086,9.37517,5.49,8.5,False,2.948,204.839,225.69,shipment_A-1042(1).csv,simulated_prototype,0,-3.01,45.138,Normal,25-50%,3-6h
A-1042,66,2026-07-28 20:19:41,5.5,52.24726,9.31305,5.69,8.5,False,3.304,208.143,229.17,shipment_A-1042(1).csv,simulated_prototype,0,-2.8099999999999996,45.833999999999996,Normal,25-50%,3-6h
A-1042,67,2026-07-28 20:24:41,5.583,52.24242,9.25153,5.95,8.5,False,2.956,211.099,232.64,shipment_A-1042(1).csv,simulated_prototype,0,-2.55,46.528,Normal,25-50%,3-6h
A-1042,68,2026-07-28 20:29:41,5.667,52.23842,9.18918,5.59,8.5,False,3.284,214.383,236.11,shipment_A-1042(1).csv,simulated_prototype,0,-2.91,47.222,Normal,25-50%,3-6h
A-1042,69,2026-07-28 20:34:41,5.75,52.23441,9.12711,5.57,8.5,False,2.958,217.341,239.58,shipment_A-1042(1).csv,simulated_prototype,0,-2.9299999999999997,47.916000000000004,Normal,25-50%,3-6h
A-1042,70,2026-07-28 20:39:41,5.833,52.23101,9.06578,5.93,8.5,False,2.996,220.337,243.06,shipment_A-1042(1).csv,simulated_prototype,0,-2.5700000000000003,48.612,Normal,25-50%,3-6h
A-1042,71,2026-07-28 20:44:41,5.917,52.2257,9.00319,5.8,8.5,False,3.199,223.536,246.53,shipment_A-1042(1).csv,simulated_prototype,0,-2.7,49.306,Normal,25-50%,3-6h
A-1042,72,2026-07-28 20:49:41,6.0,52.22152,8.94095,5.54,8.5,False,2.987,226.523,250.0,shipment_A-1042(1).csv,simulated_prototype,0,-2.96,50.0,Normal,25-50%,3-6h
A-1042,73,2026-07-28 20:54:41,6.083,52.21837,8.87979,5.75,8.5,False,3.271,229.794,253.47,shipment_A-1042(1).csv,simulated_prototype,0,-2.75,50.693999999999996,Normal,50-75%,6-9h
A-1042,74,2026-07-28 20:59:41,6.167,52.21328,8.81738,5.66,8.5,False,3.14,232.934,256.94,shipment_A-1042(1).csv,simulated_prototype,0,-2.84,51.388,Normal,50-75%,6-9h
A-1042,75,2026-07-28 21:04:41,6.25,52.21029,8.7557,5.32,8.5,False,2.959,235.893,260.42,shipment_A-1042(1).csv,simulated_prototype,0,-3.1799999999999997,52.08400000000001,Normal,50-75%,6-9h
A-1042,76,2026-07-28 21:09:41,6.333,52.20515,8.69392,5.42,8.5,False,3.204,239.097,263.89,shipment_A-1042(1).csv,simulated_prototype,0,-3.08,52.778000000000006,Normal,50-75%,6-9h
A-1042,77,2026-07-28 21:14:41,6.417,52.20133,8.63145,5.73,8.5,False,3.297,242.394,267.36,shipment_A-1042(1).csv,simulated_prototype,0,-2.7699999999999996,53.471999999999994,Normal,50-75%,6-9h
A-1042,78,2026-07-28 21:19:41,6.5,52.19747,8.56933,5.49,8.5,False,2.974,245.368,270.83,shipment_A-1042(1).csv,simulated_prototype,0,-3.01,54.16599999999999,Normal,50-75%,6-9h
A-1042,79,2026-07-28 21:24:41,6.583,52.19376,8.50775,5.76,8.5,False,3.299,248.667,274.31,shipment_A-1042(1).csv,simulated_prototype,0,-2.74,54.862,Normal,50-75%,6-9h
A-1042,80,2026-07-28 21:29:41,6.667,52.18922,8.446,5.53,8.5,False,3.32,251.987,277.78,shipment_A-1042(1).csv,simulated_prototype,0,-2.9699999999999998,55.556,Normal,50-75%,6-9h
A-1042,81,2026-07-28 21:34:41,6.75,52.1852,8.38275,5.91,8.5,False,3.007,254.994,281.25,shipment_A-1042(1).csv,simulated_prototype,0,-2.59,56.25,Normal,50-75%,6-9h
A-1042,82,2026-07-28 21:39:41,6.833,52.18043,8.32151,5.08,8.5,False,3.151,258.145,284.72,shipment_A-1042(1).csv,simulated_prototype,0,-3.42,56.944,Normal,50-75%,6-9h
A-1042,83,2026-07-28 21:44:41,6.917,52.17661,8.25899,5.43,8.5,False,3.216,261.361,288.19,shipment_A-1042(1).csv,simulated_prototype,0,-3.0700000000000003,57.638,Normal,50-75%,6-9h
A-1042,84,2026-07-28 21:49:41,7.0,52.17257,8.19749,5.33,8.5,False,2.93,264.291,291.67,shipment_A-1042(1).csv,simulated_prototype,0,-3.17,58.33400000000001,Normal,50-75%,6-9h
A-1042,85,2026-07-28 21:54:41,7.083,52.16798,8.13607,5.4,8.5,False,3.161,267.452,295.14,shipment_A-1042(1).csv,simulated_prototype,0,-3.0999999999999996,59.028000000000006,Normal,50-75%,6-9h
A-1042,86,2026-07-28 21:59:41,7.167,52.164,8.07335,5.35,8.5,False,3.374,270.826,298.61,shipment_A-1042(1).csv,simulated_prototype,0,-3.1500000000000004,59.721999999999994,Normal,50-75%,6-9h
A-1042,87,2026-07-28 22:04:41,7.25,52.16025,8.01205,5.47,8.5,False,3.237,274.063,302.08,shipment_A-1042(1).csv,simulated_prototype,0,-3.0300000000000002,60.41599999999999,Normal,50-75%,6-9h
A-1042,88,2026-07-28 22:09:41,7.333,52.15541,7.94937,5.13,8.5,False,3.299,277.362,305.56,shipment_A-1042(1).csv,simulated_prototype,0,-3.37,61.112,Normal,50-75%,6-9h
A-1042,89,2026-07-28 22:14:41,7.417,52.15179,7.88737,5.51,8.5,False,3.315,280.677,309.03,shipment_A-1042(1).csv,simulated_prototype,0,-2.99,61.806,Normal,50-75%,6-9h
A-1042,90,2026-07-28 22:19:41,7.5,52.14792,7.82531,5.86,8.5,False,3.109,283.786,312.5,shipment_A-1042(1).csv,simulated_prototype,0,-2.6399999999999997,62.5,Normal,50-75%,6-9h
A-1042,91,2026-07-28 22:24:41,7.583,52.14393,7.76387,5.47,8.5,False,2.947,286.733,315.97,shipment_A-1042(1).csv,simulated_prototype,0,-3.0300000000000002,63.194,Normal,50-75%,6-9h
A-1042,92,2026-07-28 22:29:41,7.667,52.1389,7.70164,6.14,8.5,False,2.942,289.675,319.44,shipment_A-1042(1).csv,simulated_prototype,0,-2.3600000000000003,63.888,Normal,50-75%,6-9h
A-1042,93,2026-07-28 22:34:41,7.75,52.13505,7.63891,6.29,8.5,False,2.961,292.636,322.92,shipment_A-1042(1).csv,simulated_prototype,0,-2.21,64.584,Normal,50-75%,6-9h
A-1042,94,2026-07-28 22:39:41,7.833,52.13107,7.57734,6.62,8.5,False,3.109,295.745,326.39,shipment_A-1042(1).csv,simulated_prototype,0,-1.88,65.278,Normal,50-75%,6-9h
A-1042,95,2026-07-28 22:44:41,7.917,52.12698,7.51507,7.54,8.5,False,2.924,298.669,329.86,shipment_A-1042(1).csv,simulated_prototype,0,-0.96,65.972,Watch,50-75%,6-9h
A-1042,96,2026-07-28 22:49:41,8.0,52.12268,7.45364,7.53,8.5,False,3.289,301.958,333.33,shipment_A-1042(1).csv,simulated_prototype,0,-0.9699999999999998,66.666,Watch,50-75%,6-9h
A-1042,97,2026-07-28 22:54:41,8.083,52.11831,7.39176,8.18,8.5,False,3.315,305.273,336.81,shipment_A-1042(1).csv,simulated_prototype,0,-0.3200000000000003,67.362,Watch,50-75%,6-9h
A-1042,98,2026-07-28 22:59:41,8.167,52.11427,7.32946,8.2,8.5,False,3.244,308.517,340.28,shipment_A-1042(1).csv,simulated_prototype,0,-0.3000000000000007,68.056,Watch,50-75%,6-9h
A-1042,99,2026-07-28 23:04:41,8.25,52.11066,7.26712,8.69,8.5,True,2.947,311.464,343.75,shipment_A-1042(1).csv,simulated_prototype,1,0.1899999999999995,68.75,High,50-75%,6-9h
A-1042,100,2026-07-28 23:09:41,8.333,52.10657,7.20522,8.62,8.5,True,3.177,314.641,347.22,shipment_A-1042(1).csv,simulated_prototype,1,0.11999999999999922,69.444,High,50-75%,6-9h
A-1042,101,2026-07-28 23:14:41,8.417,52.10222,7.14354,8.6,8.5,True,3.001,317.642,350.69,shipment_A-1042(1).csv,simulated_prototype,1,0.09999999999999964,70.138,High,50-75%,6-9h
